structure,z,L,energy_Eh,energy_rel_Eh
cof-1_z40_L087_incl,4.0,8.7,-11.004017032423027,0.07502706120022395
cof-1_z41_L000_incl,4.1,0.0,-11.039163916647919,0.039880176975332304
cof-1_z41_L010_incl,4.1,1.0,-11.035401908372231,0.04364218525102004
cof-1_z41_L020_incl,4.1,2.0,-11.024628127925315,0.054415965697936386
cof-1_z41_L030_incl,4.1,3.0,-11.014845129860099,0.06419896376315215
cof-1_z41_L040_incl,4.1,4.0,-11.005582957394253,0.07346113622899786
cof-1_z41_L050_incl,4.1,5.0,-10.997108811521176,0.08193528210207468
cof-1_z41_L060_incl,4.1,6.0,-10.99653159866809,0.08251249495516078
cof-1_z41_L070_incl,4.1,7.0,-10.997160958518547,0.0818831351047038
cof-1_z41_L080_incl,4.1,8.0,-10.996151887850603,0.082892205772648
cof-1_z41_L087_incl,4.1,8.7,-10.995793414288045,0.08325067933520636
cof-1_z42_L000_incl,4.2,0.0,-11.030558496980175,0.048485596643075723
cof-1_z42_L010_incl,4.2,1.0,-11.026593243062965,0.052450850560285645
cof-1_z42_L020_incl,4.2,2.0,-11.015540394508818,0.06350369911443288
cof-1_z42_L030_incl,4.2,3.0,-11.004875587264607,0.07416850635864414
cof-1_z42_L040_incl,4.2,4.0,-10.996260675735268,0.08278341788798294
cof-1_z42_L050_incl,4.2,5.0,-10.988754478807202,0.09028961481604902
cof-1_z42_L060_incl,4.2,6.0,-10.988759024290436,0.09028506933281477
cof-1_z42_L070_incl,4.2,7.0,-10.989255719037615,0.08978837458563582
cof-1_z42_L080_incl,4.2,8.0,-10.987984067606991,0.09106002601625995
cof-1_z42_L087_incl,4.2,8.7,-10.987428340802694,0.091615752820557
cof-1_z43_L000_incl,4.3,0.0,-11.020535212228662,0.058508881394589096
cof-1_z43_L010_incl,4.3,1.0,-11.017291029322234,0.061753064301017346
cof-1_z43_L020_incl,4.3,2.0,-11.006408778510066,0.07263531511318533
cof-1_z43_L030_incl,4.3,3.0,-10.995401389189059,0.08364270443419208
cof-1_z43_L040_incl,4.3,4.0,-10.98730989370108,0.09173419992217191
cof-1_z43_L050_incl,4.3,5.0,-10.980670827262744,0.09837326636050747
cof-1_z43_L060_incl,4.3,6.0,-10.981029316527673,0.09801477709557815
cof-1_z43_L070_incl,4.3,7.0,-10.981326744321233,0.09771734930201781
cof-1_z43_L080_incl,4.3,8.0,-10.979777425554936,0.09926666806831541
cof-1_z43_L087_incl,4.3,8.7,-10.97889658036692,0.10014751325633142
cof-1_z44_L000_incl,4.4,0.0,-11.010051294222608,0.06899279940064318
cof-1_z44_L010_incl,4.4,1.0,-11.007686808190405,0.07135728543284614
cof-1_z44_L020_incl,4.4,2.0,-10.997389329733902,0.08165476388934856
cof-1_z44_L030_incl,4.4,3.0,-10.986743505609782,0.09230058801346885
cof-1_z44_L040_incl,4.4,4.0,-10.978991784876309,0.10005230874694249
cof-1_z44_L050_incl,4.4,5.0,-10.973111028145865,0.10593306547738557
cof-1_z44_L060_incl,4.4,6.0,-10.97347715620914,0.10556693741411038
cof-1_z44_L070_incl,4.4,7.0,-10.9735117192083,0.10553237441495078
cof-1_z44_L080_incl,4.4,8.0,-10.971778468880228,0.10726562474302348
cof-1_z44_L087_incl,4.4,8.7,-10.970716679851332,0.10832741377191901
cof-1_z45_L000_incl,4.5,0.0,-10.999652824618309,0.07939126900494209
cof-1_z45_L010_incl,4.5,1.0,-10.997712955439214,0.08133113818403714
cof-1_z45_L020_incl,4.5,2.0,-10.988598096301843,0.09044599732140846
cof-1_z45_L030_incl,4.5,3.0,-10.978930443818287,0.10011364980496396
cof-1_z45_L040_incl,4.5,4.0,-10.97135199373054,0.10769209989271111
cof-1_z45_L050_incl,4.5,5.0,-10.966155036479211,0.11288905714403974
