structure,rank,two_theta_deg,relative_intensity
COF-366-Co-CN_z44_L000_incl,1,3.52786,100.0
COF-366-Co-CN_z44_L000_incl,2,3.55344,96.55
COF-366-Co-CN_z44_L000_incl,3,7.05906,14.137
COF-366-Co-CN_z44_L000_incl,4,7.1103,13.968
COF-366-Co-CN_z44_L000_incl,5,10.67403,2.624
COF-366-Co-CN_z44_L000_incl,6,10.597,2.381
COF-366-Co-CN_z44_L000_incl,7,22.32471,2.095
COF-366-Co-CN_z44_L000_incl,8,23.21815,1.508
COF-366-Co-CN_z44_L000_incl,9,14.24815,1.114
