z,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,18.7
3.0,464.25977793507343,334.83649090150675,198.9551112426764,126.94092002590669,89.79505019111224,123.5143582681718,191.36105221263404,241.92976425506728,286.086731035154,351.4739611884299,395.5064984458388,396.70465455442394,373.84971912069034,361.03310590039354,386.0542460647346,444.9611268470051,502.1731655953914,523.659885032783,555.3256218254777,568.7708352740894
3.1,289.7362865990624,193.9921977720691,95.2887354922332,52.74287078829952,35.315599704938805,77.25242954934103,147.39171000878412,205.12109418576426,258.492841375806,326.315780182706,377.1013385050525,390.33300520586243,379.6855505851258,370.4169157913474,390.49513083707444,439.37540705150906,484.07666830512443,495.66284305537744,516.0778690169411,526.6916567249687
3.2,180.78977773589432,106.72101469371842,34.12570828016242,13.319266219703533,7.78079923979104,56.18575126781288,126.1044211067653,188.36492277435946,248.33414092042506,315.81909368450937,371.0018590963585,393.85688146776147,392.10335329814075,385.4316470300068,400.66037642335857,440.83418665868953,475.82018939680603,480.83134924399013,492.4909156819014,500.12643241313907
3.3,122.58848036149274,61.40202126024712,6.0514978001981525,0.0,1.7375378276961921,54.80119023467615,122.50250961579496,187.31902573714603,252.22078808234812,317.5372526620636,375.45990976117054,405.12658877443823,409.37571436117383,404.3781620833437,415.02323399422886,447.4717993349074,475.1673345590509,476.42929629345014,481.6559374121598,486.3692770355822
3.4,99.78254685664305,46.00100143278596,1.4703482543592212,5.011994997652726,12.043931134094088,67.80462132829128,132.12230846690554,197.99274141740278,266.57495717211066,328.74077251640324,388.19158222293265,421.8005494875972,429.7775379353334,425.916341586074,432.4231791149295,457.88375066260215,480.1169340071882,479.5429627718493,480.4770253246847,482.4866926524933
3.5,98.97547105624423,49.90881304506292,12.176980039648218,22.140625187828753,34.11706187081262,90.47662871793389,151.25060483541193,217.0139013131635,288.1802936890613,346.76928496198497,406.87210241493545,441.964572865574,451.9389015508542,449.08941541088586,451.9631201903678,471.08518330128953,488.9737053565903,487.6820890829561,486.02532025995356,485.71846460754523
3.6,110.48574585268415,65.24244808725439,32.33437494394729,47.10260083924987,64.09042292019743,119.11237302576357,176.88984698029086,241.9170265919098,314.48071891002394,369.30154928221714,429.37519427407574,464.15825185375894,474.86059440454017,473.14249355027664,472.9391851912665,486.36461087844276,500.49181549100604,499.1333192979455,495.9001297664369,493.891880502464
3.7,129.08236109461768,87.38124072145978,58.65956779524575,77.43454483360418,98.81196788343604,151.2760303184883,206.6659154766409,271.16972929699375,343.6231424276407,394.6673598571273,454.02041860593465,487.2934316048577,497.9705188007326,497.4499886445167,494.8014618639452,503.1902693304207,513.9029247013367,512.9715792657154,508.6116194460849,505.53968251680664
3.8,153.12931238227867,114.463632426991,89.77986689183786,111.8893127756422,135.97275740955044,185.55823972910196,238.85832086780024,303.6845174661379,374.2644101580691,421.7995989162867,479.5973338895326,510.5996217954265,521.0469821233584,521.5018530681334,517.0763215453037,521.1348884590608,528.7526435653302,528.687461028497,523.4911237525241,519.7246373991062
3.9,182.77778259431778,146.27432749597125,125.2862313156076,149.53833576180034,174.4076407324452,221.107148486163,272.58813425412484,338.4363716947705,405.52470933928987,449.99404153353635,505.28525638135795,533.6608696716672,544.0630618841876,545.0285977102593,539.3531713810489,539.8708992539727,544.7204463257128,545.8091962690125,540.212848054777,535.9051179547531
4.0,218.05570695339915,182.8411983099606,164.78011693547816,189.33922509102445,214.0418807042632,257.2911824250287,307.59794260513036,374.3802944505687,437.005988788775,478.7379035465637,530.4996976286534,556.4274989209162,566.9035483834027,568.0158193427087,561.3068214497132,559.1794952992851,561.5458529790633,563.7822344694168,558.3810961590355,553.8699455940476
