structure,z,L,energy_eV,energy_rel_eV
cof-1_z37_L087_serr,3.7,8.7,-62433.554197240635,0.8306118455220712
cof-1_z38_L000_serr,3.8,0.0,-62433.8688824254,0.5159266607588506
cof-1_z38_L010_serr,3.8,1.0,-62433.92947334352,0.4553357426339062
cof-1_z38_L020_serr,3.8,2.0,-62433.96941287932,0.41539620683761314
cof-1_z38_L030_serr,3.8,3.0,-62433.922173796316,0.46263528984127333
cof-1_z38_L040_serr,3.8,4.0,-62433.85489287193,0.5299162142255227
cof-1_z38_L050_serr,3.8,5.0,-62433.76110799981,0.6237010863478645
cof-1_z38_L060_serr,3.8,6.0,-62433.64665804764,0.7381510385166621
cof-1_z38_L070_serr,3.8,7.0,-62433.54139438676,0.843414699396817
cof-1_z38_L080_serr,3.8,8.0,-62433.49723728105,0.8875718051058357
cof-1_z38_L087_serr,3.8,8.7,-62433.49128060943,0.8935284767285339
cof-1_z39_L000_serr,3.9,0.0,-62433.784062977196,0.6007461089611752
cof-1_z39_L010_serr,3.9,1.0,-62433.82673221928,0.5580768668805831
cof-1_z39_L020_serr,3.9,2.0,-62433.84966784491,0.5351412412492209
cof-1_z39_L030_serr,3.9,3.0,-62433.80132608615,0.5834830000094371
cof-1_z39_L040_serr,3.9,4.0,-62433.744527938085,0.6402811480729724
cof-1_z39_L050_serr,3.9,5.0,-62433.65846730221,0.726341783949465
cof-1_z39_L060_serr,3.9,6.0,-62433.549903918174,0.8349051679833792
cof-1_z39_L070_serr,3.9,7.0,-62433.463606913996,0.9212021721614292
cof-1_z39_L080_serr,3.9,8.0,-62433.43274298516,0.9520661009955802
cof-1_z39_L087_serr,3.9,8.7,-62433.43078012419,0.9540289619690157
cof-1_z40_L000_serr,4.0,0.0,-62433.69213377917,0.6926753069856204
cof-1_z40_L010_serr,4.0,1.0,-62433.72436847615,0.6604406100086635
cof-1_z40_L020_serr,4.0,2.0,-62433.736388936144,0.6484201500134077
cof-1_z40_L030_serr,4.0,3.0,-62433.68863052139,0.6961785647654324
cof-1_z40_L040_serr,4.0,4.0,-62433.64079868642,0.7440103997359984
cof-1_z40_L050_serr,4.0,5.0,-62433.562119398346,0.8226896878113621
cof-1_z40_L060_serr,4.0,6.0,-62433.460962466874,0.9238466192837222
cof-1_z40_L070_serr,4.0,7.0,-62433.39019494991,0.9946141362452181
cof-1_z40_L080_serr,4.0,8.0,-62433.37060355594,1.0142055302203516
cof-1_z40_L087_serr,4.0,8.7,-62433.37236970878,1.0124393773803604
