Stacking,filename,ILD,ILS,energy_eV_per_layer,energy_rel_eV_per_layer
incl,PBI-COF_z33_L020_incl.cif,3.4279056005089,1.442125015140582,-55548.22307282051,0.5341304710818804
incl,PBI-COF_z33_L116_incl.cif,2.007603294294633,12.675627743229647,-55548.75720329159,0.0
