structure,z,L,energy_eV,energy_rel_eV
COF-366-Co-CN_z47_L070_incl,4.7,7.0,-74781.73113679241,0.8097195747395745
COF-366-Co-CN_z47_L080_incl,4.7,8.0,-74781.46154984548,1.079306521671242
COF-366-Co-CN_z47_L090_incl,4.7,9.0,-74781.35380200062,1.187054366528173
COF-366-Co-CN_z47_L100_incl,4.7,10.0,-74781.49065403169,1.0502023354638368
COF-366-Co-CN_z47_L110_incl,4.7,11.0,-74781.5294220873,1.0114342798478901
COF-366-Co-CN_z47_L120_incl,4.7,12.0,-74781.44218351739,1.0986728497664444
COF-366-Co-CN_z47_L130_incl,4.7,13.0,-74781.39388837734,1.1469679898145841
COF-366-Co-CN_z47_L140_incl,4.7,14.0,-74781.40434304369,1.1365133234648965
COF-366-Co-CN_z47_L150_incl,4.7,15.0,-74781.41388664306,1.1269697240932146
COF-366-Co-CN_z47_L160_incl,4.7,16.0,-74781.43923081354,1.1016255536087556
COF-366-Co-CN_z47_L170_incl,4.7,17.0,-74781.46290159998,1.077954767170013
COF-366-Co-CN_z48_L000_incl,4.8,0.0,-74782.29411835349,0.24673801366589032
COF-366-Co-CN_z48_L010_incl,4.8,1.0,-74782.22317412577,0.31768224138068035
COF-366-Co-CN_z48_L020_incl,4.8,2.0,-74782.05234877544,0.4885075917118229
COF-366-Co-CN_z48_L030_incl,4.8,3.0,-74781.85423736626,0.6866190008877311
COF-366-Co-CN_z48_L040_incl,4.8,4.0,-74781.78527506714,0.7555813000071794
COF-366-Co-CN_z48_L050_incl,4.8,5.0,-74781.84420601936,0.6966503477888182
COF-366-Co-CN_z48_L060_incl,4.8,6.0,-74781.8049428165,0.7359135506558232
COF-366-Co-CN_z48_L070_incl,4.8,7.0,-74781.69495597907,0.8459003880852833
COF-366-Co-CN_z48_L080_incl,4.8,8.0,-74781.49444840089,1.0464079662633594
COF-366-Co-CN_z48_L090_incl,4.8,9.0,-74781.4131295335,1.1277268336561974
COF-366-Co-CN_z48_L100_incl,4.8,10.0,-74781.49555120019,1.0453051669610431
COF-366-Co-CN_z48_L110_incl,4.8,11.0,-74781.50610847541,1.0347478917392436
COF-366-Co-CN_z48_L120_incl,4.8,12.0,-74781.42772491522,1.113131451929803
COF-366-Co-CN_z48_L130_incl,4.8,13.0,-74781.38119886618,1.1596575009752996
COF-366-Co-CN_z48_L140_incl,4.8,14.0,-74781.38297247904,1.1578838881105185
COF-366-Co-CN_z48_L150_incl,4.8,15.0,-74781.39029263244,1.150563734714524
COF-366-Co-CN_z48_L160_incl,4.8,16.0,-74781.41178742582,1.1290689413290238
COF-366-Co-CN_z48_L170_incl,4.8,17.0,-74781.43459355138,1.1062628157669678
COF-366-Co-CN_z49_L000_incl,4.9,0.0,-74782.1960301614,0.344826205749996
COF-366-Co-CN_z49_L010_incl,4.9,1.0,-74782.15295287728,0.3879034898709506
COF-366-Co-CN_z49_L020_incl,4.9,2.0,-74782.03003168589,0.5108246812596917
COF-366-Co-CN_z49_L030_incl,4.9,3.0,-74781.86507540011,0.6757809670380084
COF-366-Co-CN_z49_L040_incl,4.9,4.0,-74781.77489992027,0.7659564468776807
COF-366-Co-CN_z49_L050_incl,4.9,5.0,-74781.77948537657,0.7613709905854193
COF-366-Co-CN_z49_L060_incl,4.9,6.0,-74781.7375962755,0.8032600916485535
COF-366-Co-CN_z49_L070_incl,4.9,7.0,-74781.65451222789,0.8863441392604727
COF-366-Co-CN_z49_L080_incl,4.9,8.0,-74781.50678975572,1.0340666114352643
COF-366-Co-CN_z49_L090_incl,4.9,9.0,-74781.44554906366,1.0953073034906993
COF-366-Co-CN_z49_L100_incl,4.9,10.0,-74781.49061872238,1.0502376447693678
COF-366-Co-CN_z49_L110_incl,4.9,11.0,-74781.48187900256,1.0589773645915557
COF-366-Co-CN_z49_L120_incl,4.9,12.0,-74781.41122895843,1.129627408721717
COF-366-Co-CN_z49_L130_incl,4.9,13.0,-74781.3672131593,1.173643207846908
COF-366-Co-CN_z49_L140_incl,4.9,14.0,-74781.3629451162,1.1779112509539118
COF-366-Co-CN_z49_L150_incl,4.9,15.0,-74781.36912687756,1.1717294895934174
