Stacking,filename,ILD,ILS
serr,cof-1_z30_L087_serr.cif,2.99997983510752,8.6787941531969
serr,cof-1_z33_L030_serr.cif,3.300251852198036,3.0066862789517663
serr,cof-1_z36_L000_serr.cif,3.6001055613946464,15.024397801236288
incl,cof-1_z30_L087_incl.cif,2.999566760344082,8.6760329035468
incl,cof-1_z34_L020_incl.cif,3.409988021008721,2.0027576989991465
incl,cof-1_z36_L000_incl.cif,3.600211299823812,2.205632943729873e-05
