Stacking,filename,ILD,ILS,energy_eV_per_layer,energy_rel_eV_per_layer
incl,ILCOF-1_z31_L140_incl.cif,2.4810931961738114,15.675465930655559,-706.1760108671886,2.1110770904052742
incl,ILCOF-1_z34_L010_incl.cif,3.460887374832519,1.1043711720380553,-707.7650764790462,0.5220114785475971
incl,ILCOF-1_z35_L080_incl.cif,1.6476937115393084,8.789527973655343,-708.2870879575938,0.0
serr,ILCOF-1_z31_L130_serr.cif,3.065485093678093,13.090616837807888,-705.9441163418395,2.3429716157543226
serr,ILCOF-1_z32_L110_serr.cif,2.4608752351795258,9.756854590770715,-707.1344974634201,1.1525904941737508
serr,ILCOF-1_z34_L000_serr.cif,3.549728519348714,1.6105446547927204e-06,-707.5613713302675,0.7257166273262783
