structure,z,L,energy_eV,energy_rel_eV
COF-LZU-1_z40_L040_serr,4.0,4.0,-93388.70160959828,1.4697923198255012
COF-LZU-1_z40_L050_serr,4.0,5.0,-93388.50830652057,1.663095397540019
COF-LZU-1_z40_L060_serr,4.0,6.0,-93388.34832633646,1.823075581647572
COF-LZU-1_z40_L070_serr,4.0,7.0,-93388.24269154033,1.9287103777751327
COF-LZU-1_z40_L080_serr,4.0,8.0,-93388.17679372561,1.9946081925008912
COF-LZU-1_z40_L090_serr,4.0,9.0,-93388.13316441244,2.0382375056651654
COF-LZU-1_z40_L100_serr,4.0,10.0,-93388.07316500376,2.0982369143457618
COF-LZU-1_z40_L110_serr,4.0,11.0,-93388.04281243672,2.1285894813918276
COF-LZU-1_z40_L120_serr,4.0,12.0,-93388.01365816893,2.1577437491796445
COF-LZU-1_z40_L129_serr,4.0,12.9,-93388.00654812816,2.1648537899454823
