z,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,8.7
3.0,237.742227059828,174.71205866466528,105.9390480066839,70.78281947336468,55.729805333966155,68.56073021069572,71.5746696935446,67.82426090337901,18.382506059116075,0.0
3.1,164.40927859274683,118.60210734075203,68.00210060715332,47.28069127563654,45.77957698455883,64.73612060079091,71.54723387045055,68.1110744904996,28.473016452669782,14.214913591585438
3.2,112.18087109501175,79.89162582883556,44.65775628735705,35.106922619258405,43.14368014531708,66.26548959027285,76.11843967859355,73.48542558191085,41.96253485247038,30.90023458602304
3.3,78.522004535067,56.4468469709916,33.292172514408435,31.826884201188882,46.77921169948107,72.20338664906673,84.1374787446425,82.45881579426647,57.734207933119876,48.84694350311966
3.4,59.37260798850334,44.9387997090387,31.15102494610166,35.33983649902967,55.65802033775741,82.10555640771403,94.82142686412415,94.02323341794404,75.14272044571095,67.38823321266662
3.5,50.59950675684769,41.899060083318346,35.86296945689761,44.07712679691777,68.7079974579976,95.67184560962616,107.68815136376392,107.54201728473902,93.92106937177212,86.49064332254738
3.6,49.22431906206144,44.60114561847353,45.71885862367117,57.02525462991557,84.86182999684442,112.33619851452369,122.46023839925549,122.56888378823226,113.86995779875286,106.5853857847527
3.7,53.466802581389686,51.50212174316034,59.61843072114925,73.68487069952032,103.2743477727969,131.16706221730962,138.92234224819046,138.82808062676003,134.56934364031935,128.2642654159109
3.8,61.8146028563897,62.05856181680851,76.92618869651746,93.80602792488897,123.43656273820852,151.19177891506374,156.91065602719902,156.26099033445433,155.42934526648037,151.34529042267806
3.9,73.00162777600043,76.19100327856293,97.12409626071509,116.91477099863526,145.165670632889,171.84170874171693,176.13425619310738,174.85739741606446,176.03705180638192,174.60543166355112
4.0,86.9247864928837,93.82362108644416,119.40578091860657,142.13994675007362,168.37804559938704,193.08931503464652,196.12852932592892,194.47292178440392,196.5998541879278,196.9178780856917
4.1,104.7114708070614,114.59953376578774,142.7932445811372,168.40006089893325,192.68853782852403,214.91466868257442,216.45871239525619,214.83647200912787,217.5423060944879,218.47677926147716
4.2,127.30920372781972,137.702418679034,166.63639620271437,194.5442052592215,217.13904328874926,236.82229680253783,236.85931632672708,235.57361493132342,238.9781434181858,240.42982274619345
4.3,153.6155475997954,162.09987670887628,190.5897922384717,219.3916312054783,240.61268937128324,258.01921540760384,257.14736605075984,256.37010166800275,260.5068218182489,262.8155829832501
4.4,181.11697430527664,187.29256727040374,214.24193228765796,242.09889407664005,262.4266928275113,277.849857228329,276.9629898443828,276.8728676351639,281.4894945847526,284.27066378981993
4.5,208.38830899886878,213.45971186669053,237.29382228985406,262.59171139356795,282.45973453846597,296.10532481097056,295.91951594718756,296.6330256971512,301.44636406938315,303.7428970115782
