structure,z,L,energy_eV,energy_rel_eV
PDI-BT-COF-same_z42_L020_serr,4.2,2.0,-311513.51944316505,87.39841178711504
PDI-BT-COF-same_z42_L025_serr,4.2,2.5,-311509.3543290899,91.56352586223511
PDI-BT-COF-same_z42_L030_serr,4.2,3.0,-311506.26246472035,94.65539023181191
PDI-BT-COF-same_z42_L035_serr,4.2,3.5,-311506.01748560584,94.90036934631644
PDI-BT-COF-same_z42_L040_serr,4.2,4.0,-311507.9563964809,92.96145847125445
PDI-BT-COF-same_z42_L045_serr,4.2,4.5,-311509.69388914475,91.22396580741042
PDI-BT-COF-same_z42_L050_serr,4.2,5.0,-311509.7634825663,91.15437238587765
PDI-BT-COF-same_z42_L055_serr,4.2,5.5,-311508.36593304574,92.55192190641537
PDI-BT-COF-same_z42_L060_serr,4.2,6.0,-311506.39704781235,94.52080713980831
PDI-BT-COF-same_z43_L000_serr,4.3,0.0,-311598.28393555945,2.6339193927124143
PDI-BT-COF-same_z43_L005_serr,4.3,0.5,-311582.4084240266,18.509430925536435
PDI-BT-COF-same_z43_L010_serr,4.3,1.0,-311552.1646757727,48.753179179446306
PDI-BT-COF-same_z43_L015_serr,4.3,1.5,-311529.50641245616,71.41144249599893
PDI-BT-COF-same_z43_L020_serr,4.3,2.0,-311520.4754958064,80.44235914578894
PDI-BT-COF-same_z43_L025_serr,4.3,2.5,-311517.37291988055,83.54493507160805
PDI-BT-COF-same_z43_L030_serr,4.3,3.0,-311515.60612287617,85.31173207599204
PDI-BT-COF-same_z43_L035_serr,4.3,3.5,-311514.99269800074,85.92515695141628
PDI-BT-COF-same_z43_L040_serr,4.3,4.0,-311515.773039864,85.14481508813333
PDI-BT-COF-same_z43_L045_serr,4.3,4.5,-311516.7458379122,84.17201703996398
PDI-BT-COF-same_z43_L050_serr,4.3,5.0,-311516.84863410227,84.06922084989492
PDI-BT-COF-same_z43_L055_serr,4.3,5.5,-311515.80206348887,85.11579146329314
PDI-BT-COF-same_z43_L060_serr,4.3,6.0,-311514.47765360324,86.44020134891616
PDI-BT-COF-same_z44_L000_serr,4.4,0.0,-311597.77181242313,3.146042529027909
PDI-BT-COF-same_z44_L005_serr,4.4,0.5,-311581.9030568872,19.01479806494899
PDI-BT-COF-same_z44_L010_serr,4.4,1.0,-311551.7048632619,49.21299169026315
PDI-BT-COF-same_z44_L015_serr,4.4,1.5,-311528.95440990676,71.9634450454032
PDI-BT-COF-same_z44_L020_serr,4.4,2.0,-311519.86570364883,81.0521513033309
PDI-BT-COF-same_z44_L025_serr,4.4,2.5,-311516.75860980933,84.1592451428296
PDI-BT-COF-same_z44_L030_serr,4.4,3.0,-311515.0416353055,85.87621964665595
PDI-BT-COF-same_z44_L035_serr,4.4,3.5,-311514.4977615884,86.42009336373303
PDI-BT-COF-same_z44_L040_serr,4.4,4.0,-311515.3183660238,85.599488928332
PDI-BT-COF-same_z44_L045_serr,4.4,4.5,-311516.34235808824,84.57549686392304
PDI-BT-COF-same_z44_L050_serr,4.4,5.0,-311516.531659681,84.38619527115952
PDI-BT-COF-same_z44_L055_serr,4.4,5.5,-311515.6287115127,85.28914343944052
PDI-BT-COF-same_z44_L060_serr,4.4,6.0,-311514.5010255046,86.41682944755303
PDI-BT-COF-same_z45_L000_serr,4.5,0.0,-311597.26682526845,3.6510296837077476
PDI-BT-COF-same_z45_L005_serr,4.5,0.5,-311585.15566041623,15.762194535927847
PDI-BT-COF-same_z45_L010_serr,4.5,1.0,-311559.31372233253,41.60413261962822
PDI-BT-COF-same_z45_L015_serr,4.5,1.5,-311536.25413252343,64.66372242872603
PDI-BT-COF-same_z45_L020_serr,4.5,2.0,-311526.3780854887,74.53976946347393
PDI-BT-COF-same_z45_L025_serr,4.5,2.5,-311524.50616265566,76.41169229650404
PDI-BT-COF-same_z45_L030_serr,4.5,3.0,-311523.6941396521,77.22371530003147
PDI-BT-COF-same_z45_L035_serr,4.5,3.5,-311522.81982880196,78.09802615019726
PDI-BT-COF-same_z45_L040_serr,4.5,4.0,-311523.15761567047,77.76023928169161
PDI-BT-COF-same_z45_L045_serr,4.5,4.5,-311523.7737809688,77.14407398336334
PDI-BT-COF-same_z45_L050_serr,4.5,5.0,-311523.8413040791,77.07655087305466
PDI-BT-COF-same_z45_L055_serr,4.5,5.5,-311523.0987367604,77.81911819177913
PDI-BT-COF-same_z45_L060_serr,4.5,6.0,-311522.1457468505,78.77210810163524
PDI-BT-COF-same_z46_L000_serr,4.6,0.0,-311596.7732078509,4.144647101231385
