Stacking,filename,ILD,ILS,energy_eV_per_layer,energy_rel_eV_per_layer
incl,PDI-BT-COF-same_z39_L000_incl.cif,3.918152377378185,0.1069019994340898,-155808.92616612883,0.0
serr,PDI-BT-COF-same_z39_L000_serr.cif,3.899488668766991,0.054039991799019124,-155808.91345980286,0.012706325971521437
