Stacking,filename,ILD,ILS,energy_eV_per_layer,energy_rel_eV_per_layer
incl,PBI-COF_z33_L020_incl.cif,3.2975818261325758,1.904967803693933,-55548.03200121952,0.7130788971116999
incl,PBI-COF_z33_L121_incl.cif,1.9973916962106888,12.675057709266627,-55548.745080116634,0.0
