Stacking,filename,ILD,ILS,energy_eV_per_layer,energy_rel_eV_per_layer
incl,PDI-BT-COF-same_z37_L000_incl.cif,5.5416057402418595,0.2580894659349457,-155809.8014771478,0.963667904085014
serr,PDI-BT-COF-same_z37_L000_serr.cif,4.9279750572232945,3.2015944177496776,-155810.76514505188,0.0
