structure,z,L,energy_eV,energy_rel_eV
ILCOF-1_z35_L050_serr,3.5,5.0,-1408.942065321285,2.627312561434337
ILCOF-1_z35_L060_serr,3.5,6.0,-1408.6843560377004,2.8850218450190823
ILCOF-1_z35_L070_serr,3.5,7.0,-1408.4161506203807,3.15322726233876
ILCOF-1_z35_L080_serr,3.5,8.0,-1408.130406085796,3.438971796923397
ILCOF-1_z35_L090_serr,3.5,9.0,-1407.8140492069367,3.755328675782721
ILCOF-1_z35_L100_serr,3.5,10.0,-1407.682497338535,3.8868805441843506
ILCOF-1_z35_L110_serr,3.5,11.0,-1407.59354453209,3.9758333506295003
ILCOF-1_z35_L120_serr,3.5,12.0,-1407.493966851124,4.075411031595422
ILCOF-1_z35_L130_serr,3.5,13.0,-1407.4754706551826,4.093907227536874
ILCOF-1_z35_L140_serr,3.5,14.0,-1407.455965272628,4.113412610091473
ILCOF-1_z35_L150_serr,3.5,15.0,-1407.3597029635519,4.209674919167583
ILCOF-1_z35_L160_serr,3.5,16.0,-1407.3352908332522,4.2340870494672345
ILCOF-1_z35_L170_serr,3.5,17.0,-1407.3115887219826,4.25778916073682
ILCOF-1_z35_L171_serr,3.5,17.1,-1407.3114342682902,4.257943614429223
ILCOF-1_z36_L000_serr,3.6,0.0,-1411.3277432669804,0.24163461573903078
ILCOF-1_z36_L010_serr,3.6,1.0,-1411.2876976193497,0.281680263369708
ILCOF-1_z36_L020_serr,3.6,2.0,-1410.8257576080953,0.7436202746241634
ILCOF-1_z36_L030_serr,3.6,3.0,-1410.305554357997,1.2638235247225111
ILCOF-1_z36_L040_serr,3.6,4.0,-1409.7107533977548,1.8586244849645936
ILCOF-1_z36_L050_serr,3.6,5.0,-1409.0348225390871,2.5345553436322916
ILCOF-1_z36_L060_serr,3.6,6.0,-1408.70467084878,2.8647070339393395
ILCOF-1_z36_L070_serr,3.6,7.0,-1408.3835874827475,3.185790399971893
ILCOF-1_z36_L080_serr,3.6,8.0,-1408.0597486336558,3.5096292490636642
ILCOF-1_z36_L090_serr,3.6,9.0,-1407.7317462187511,3.8376316639682955
ILCOF-1_z36_L100_serr,3.6,10.0,-1407.5664665501376,4.002911332581789
ILCOF-1_z36_L110_serr,3.6,11.0,-1407.4465859444233,4.122791938296132
ILCOF-1_z36_L120_serr,3.6,12.0,-1407.3383810439968,4.230996838722604
ILCOF-1_z36_L130_serr,3.6,13.0,-1407.3031441366315,4.266233746087892
ILCOF-1_z36_L140_serr,3.6,14.0,-1407.2790562947753,4.290321587944163
ILCOF-1_z36_L150_serr,3.6,15.0,-1407.2023611184802,4.367016764239224
ILCOF-1_z36_L160_serr,3.6,16.0,-1407.1836747841899,4.385703098529575
ILCOF-1_z36_L170_serr,3.6,17.0,-1407.1698376706213,4.399540212098145
ILCOF-1_z36_L171_serr,3.6,17.1,-1407.1697446033384,4.399633279381078
ILCOF-1_z37_L000_serr,3.7,0.0,-1410.9938111295762,0.5755667531432209
ILCOF-1_z37_L010_serr,3.7,1.0,-1410.9548592022395,0.6145186804799323
ILCOF-1_z37_L020_serr,3.7,2.0,-1410.6185045787236,0.950873303995877
ILCOF-1_z37_L030_serr,3.7,3.0,-1410.1958546163894,1.3735232663300394
ILCOF-1_z37_L040_serr,3.7,4.0,-1409.6352903179768,1.93408756474264
ILCOF-1_z37_L050_serr,3.7,5.0,-1409.0105989419994,2.5587789407200034
ILCOF-1_z37_L060_serr,3.7,6.0,-1408.6343697416332,2.9350081410862003
ILCOF-1_z37_L070_serr,3.7,7.0,-1408.2806838001736,3.288694082545817
ILCOF-1_z37_L080_serr,3.7,8.0,-1407.9358226603895,3.63355522232996
ILCOF-1_z37_L090_serr,3.7,9.0,-1407.6093883990054,3.9599894837140255
ILCOF-1_z37_L100_serr,3.7,10.0,-1407.4249234783733,4.1444544043461065
ILCOF-1_z37_L110_serr,3.7,11.0,-1407.2897375292027,4.279640353516697
ILCOF-1_z37_L120_serr,3.7,12.0,-1407.1803393244452,4.389038558274251
ILCOF-1_z37_L130_serr,3.7,13.0,-1407.1342170513383,4.435160831381154
ILCOF-1_z37_L140_serr,3.7,14.0,-1407.1055471004834,4.463830782236073
ILCOF-1_z37_L150_serr,3.7,15.0,-1407.0423834705325,4.526994412186923
ILCOF-1_z37_L160_serr,3.7,16.0,-1407.0249055912666,4.544472291452848
ILCOF-1_z37_L170_serr,3.7,17.0,-1407.016068360796,4.553309521923438
ILCOF-1_z37_L171_serr,3.7,17.1,-1407.0160108206494,4.553367062070038
ILCOF-1_z38_L000_serr,3.8,0.0,-1410.609881741963,0.9594961407565279
ILCOF-1_z38_L010_serr,3.8,1.0,-1410.5737459454413,0.9956319372781763
ILCOF-1_z38_L020_serr,3.8,2.0,-1410.3325224868056,1.2368553959138353
ILCOF-1_z38_L030_serr,3.8,3.0,-1409.9891222040287,1.580255678690719
ILCOF-1_z38_L040_serr,3.8,4.0,-1409.4747814241941,2.0945964585253023
ILCOF-1_z38_L050_serr,3.8,5.0,-1408.9038413144237,2.6655365682956926
ILCOF-1_z38_L060_serr,3.8,6.0,-1408.5025157049784,3.0668621777410863
ILCOF-1_z38_L070_serr,3.8,7.0,-1408.1319744468553,3.4374034358640984
ILCOF-1_z38_L080_serr,3.8,8.0,-1407.7795650502378,3.78981283248163
ILCOF-1_z38_L090_serr,3.8,9.0,-1407.463817565532,4.105560317187383
ILCOF-1_z38_L100_serr,3.8,10.0,-1407.2708731233618,4.298504759357684
ILCOF-1_z38_L110_serr,3.8,11.0,-1407.1311081152396,4.438269767479824
ILCOF-1_z38_L120_serr,3.8,12.0,-1407.0258124004722,4.543565482247232
ILCOF-1_z38_L130_serr,3.8,13.0,-1406.9737033479805,4.595674534738919
ILCOF-1_z38_L140_serr,3.8,14.0,-1406.9411654499793,4.628212432740156
ILCOF-1_z38_L150_serr,3.8,15.0,-1406.887898411497,4.681479471222474
ILCOF-1_z38_L160_serr,3.8,16.0,-1406.868989419032,4.700388463687432
ILCOF-1_z38_L170_serr,3.8,17.0,-1406.8620725766666,4.707305306052831
ILCOF-1_z38_L171_serr,3.8,17.1,-1406.8620334042578,4.707344478461664
ILCOF-1_z39_L000_serr,3.9,0.0,-1410.2127915904266,1.3565862922928318
ILCOF-1_z39_L010_serr,3.9,1.0,-1410.178780407631,1.390597475088498
ILCOF-1_z39_L020_serr,3.9,2.0,-1410.0063521972686,1.5630256854508389
ILCOF-1_z39_L030_serr,3.9,3.0,-1409.7237134578313,1.8456644248881275
ILCOF-1_z39_L040_serr,3.9,4.0,-1409.259047333831,2.310330548888487
ILCOF-1_z39_L050_serr,3.9,5.0,-1408.7402218249476,2.8291560577717974
ILCOF-1_z39_L060_serr,3.9,6.0,-1408.3304686608383,3.2389092218811584
ILCOF-1_z39_L070_serr,3.9,7.0,-1407.9557078076323,3.613670075087157
ILCOF-1_z39_L080_serr,3.9,8.0,-1407.6060973302242,3.9632805524952346
ILCOF-1_z39_L090_serr,3.9,9.0,-1407.3068326267203,4.262545255999157
ILCOF-1_z39_L100_serr,3.9,10.0,-1407.1131940020844,4.456183880635081
ILCOF-1_z39_L110_serr,3.9,11.0,-1406.9759221453207,4.593455737398699
ILCOF-1_z39_L120_serr,3.9,12.0,-1406.8782334424561,4.691144440263315
ILCOF-1_z39_L130_serr,3.9,13.0,-1406.824053468839,4.745324413880326
ILCOF-1_z39_L140_serr,3.9,14.0,-1406.7887231889417,4.780654693777706
ILCOF-1_z39_L150_serr,3.9,15.0,-1406.7432655449466,4.826112337772884
ILCOF-1_z39_L160_serr,3.9,16.0,-1406.7217492378475,4.847628644871975
ILCOF-1_z39_L170_serr,3.9,17.0,-1406.7148959684653,4.8544819142541655
ILCOF-1_z39_L171_serr,3.9,17.1,-1406.714864116864,4.854513765855472
ILCOF-1_z40_L000_serr,4.0,0.0,-1409.8236025818344,1.7457753008850432
ILCOF-1_z40_L010_serr,4.0,1.0,-1409.790569468607,1.7788084141125182
ILCOF-1_z40_L020_serr,4.0,2.0,-1409.6652937108217,1.9040841718976935
ILCOF-1_z40_L030_serr,4.0,3.0,-1409.4267307209095,2.1426471618099185
ILCOF-1_z40_L040_serr,4.0,4.0,-1409.0101156903106,2.5592621924088235
