Stacking,filename,ILD,ILS,energy_eV_per_layer,energy_rel_eV_per_layer
incl,COF-LZU-1_z33_L020_incl.cif,3.2469262404201262,1.8571737499611347,-46695.26837217958,0.0
serr,COF-LZU-1_z34_L020_serr.cif,3.360660754631161,1.5146671982029216,-46695.132760784254,0.1356113953224849
