structure,rank,two_theta_deg,relative_intensity
cof-1_z33_L020_incl,1,7.07572,100.0
cof-1_z33_L020_incl,2,7.08154,99.864
cof-1_z33_L020_incl,3,7.88324,78.807
cof-1_z33_L020_incl,4,27.56702,28.057
cof-1_z33_L020_incl,5,14.1786,6.596
cof-1_z33_L020_incl,6,14.19032,6.590999999999999
cof-1_z33_L020_incl,7,24.42725,5.198
cof-1_z33_L020_incl,8,11.7734,4.822
cof-1_z33_L020_incl,9,15.8041,4.428
cof-1_z33_L020_incl,10,26.40783,4.417
